claim_id,paper_location,claim_text,processed_source,n_raw_runs,raw_experiment_ids,freeze
C11,Results/Boundary Behavior at 14B (D8),14B 4-bit boundary case: probe entered training (0.68 s/step at 2.7 GiB swap); formal attempts: 24-min zero-step interrupt (7.1 GiB) and 50/100-step timeout with ~40-min load (3.7 GiB start),results/raw logs (probe + 2 formal); deviations.md D8,3,20260907T095600405930Z__mlx-community-qwen3-14b-4bit__qlora-q4__ctx512__b1-ga1__r8__s42__01a07b4b-cd16-7c6e-b3d7-69566ded52b8;20260911T182218892057Z__mlx-community-qwen3-14b-4bit__qlora-q4__ctx512__b1-ga1__r8__s123__01a091b4-c70c-70ea-bbb3-ffead92bbfd9;20260915T184033756783Z__mlx-community-qwen3-14b-4bit__qlora-q4__ctx512__b1-ga1__r8__s42__01a0a65e-ebdd-7ef7-b008-098853b76dc2,freeze-04f90a840b8ea8fb
C12,Results/Scale Feasibility (D1),4B BF16 regime dependence: 451 s (3.03 s/step) at zero residency vs zero completed steps in 26 min at 6 GiB residency,deviations.md D1 + D1 addendum; key_numbers scale_axis,3,20260911T193038681059Z__qwen-qwen3-4b__lora-qnone__ctx512__b1-ga1__r8__s42__01a091f3-55d9-7064-8ee4-694d646068f9;20260911T195828174593Z__qwen-qwen3-4b__lora-qnone__ctx512__b1-ga1__r8__s42__01a0920c-cf4e-7ef8-bff4-6efcfe5b2cdf;20260912T083403639485Z__qwen-qwen3-4b__lora-qnone__ctx512__b1-ga1__r8__s42__01a094c0-92f7-7ba5-b5a6-dc98f8ffed72,freeze-04f90a840b8ea8fb
C13,Results/Scale Feasibility; Table 2,Full fine-tuning of 0.6B completes but diverges at frozen lr 1e-4 (final val loss 4.44 vs 1.93 for 4-bit QLoRA) - retained negative result,key_numbers.json:scale_axis[formal-axis1-0.6b-bf16-full],21,20260911T174043530559Z__mlx-community-qwen3-0-6b-4bit__qlora-q4__ctx512__b1-ga1__r8__s123__01a0918e-b38b-7093-b4d6-b6cab6007e33;20260911T174225806700Z__mlx-community-qwen3-0-6b-4bit__qlora-q4__ctx512__b1-ga1__r8__s2026__01a09190-430f-705c-9ebd-086dbc4c3c70;20260911T174406709536Z__mlx-community-qwen3-0-6b-4bit__qlora-q4__ctx512__b1-ga1__r8__s42__01a09191-cd35-735e-a573-46588bffb459;20260911T174548789351Z__qwen-qwen3-0-6b__full-qnone__ctx512__b1-ga1__rna__s123__01a09193-5bf5-76f0-869d-ebaec63efb60;20260911T174835359930Z__qwen-qwen3-0-6b__full-qnone__ctx512__b1-ga1__rna__s2026__01a09195-e6a0-7c81-819d-8b71c55af8a8;20260911T175128465640Z__qwen-qwen3-0-6b__full-qnone__ctx512__b1-ga1__rna__s42__01a09198-8ad2-7a31-a618-0cebffcd2689;20260911T190640114112Z__qwen-qwen3-0-6b__full-qnone__ctx512__b1-ga1__rna__s42__01a091dd-6272-739a-8f67-866c40dee85c;20260911T191010372777Z__qwen-qwen3-0-6b__full-qnone__ctx512__b1-ga1__rna__s123__01a091e0-97c4-7ba1-b597-4c60eb93b5da;20260911T191312326772Z__qwen-qwen3-0-6b__full-qnone__ctx512__b1-ga1__rna__s2026__01a091e3-5e87-729c-bf2f-7f576b9a45fe;20260911T191829636336Z__qwen-qwen3-0-6b__full-qnone__ctx512__b1-ga1__rna__s42__01a091e8-3604-758f-b852-beb59029cb9b;20260911T192133823714Z__qwen-qwen3-0-6b__full-qnone__ctx512__b1-ga1__rna__s123__01a091eb-057f-7cfc-9064-6b21d84cee80;20260911T192439786665Z__qwen-qwen3-0-6b__full-qnone__ctx512__b1-ga1__rna__s2026__01a091ed-dbea-7759-a587-acd031129ba5;20260911T204908355472Z__qwen-qwen3-0-6b__full-qnone__ctx512__b1-ga1__rna__s42__01a0923b-3303-77bc-a728-898f5a3bbce8;20260911T205646972887Z__qwen-qwen3-0-6b__full-qnone__ctx512__b1-ga1__rna__s123__01a09242-327d-7917-b98b-f8d333a6cb0f;20260911T210822672354Z__qwen-qwen3-0-6b__full-qnone__ctx512__b1-ga1__rna__s2026__01a0924c-d010-7cd4-a9ec-5fe8231f633b;20260911T215934133340Z__qwen-qwen3-0-6b__full-qnone__ctx512__b1-ga1__rna__s42__01a0927b-adf5-7032-82cf-26011657a862;20260911T220239149628Z__qwen-qwen3-0-6b__full-qnone__ctx512__b1-ga1__rna__s123__01a0927e-80ad-7ced-b20e-c20c70dfa79d;20260911T220546189282Z__qwen-qwen3-0-6b__full-qnone__ctx512__b1-ga1__rna__s2026__01a09281-5b4d-77c3-829e-83f6f7f16bc7;20260911T221519615040Z__mlx-community-qwen3-0-6b-4bit__qlora-q4__ctx512__b1-ga1__r8__s42__01a0928a-1b3f-76f4-8d07-348dc8d058e0;20260911T221731131287Z__mlx-community-qwen3-0-6b-4bit__qlora-q4__ctx512__b1-ga1__r8__s123__01a0928c-1cfb-75b7-b600-5fadccb13f6f;20260911T221944104849Z__mlx-community-qwen3-0-6b-4bit__qlora-q4__ctx512__b1-ga1__r8__s2026__01a0928e-2468-7e99-b122-1df85235deb2,freeze-04f90a840b8ea8fb
C14,Failure Analysis,118 finalized runs: 27 failures retained; 9 formal attempts implementation-invalid (D5) excluded from aggregation by error signature; 46/46 aggregated runs manifest-verified; 118=118 coverage reconciliation,coverage_report.json; failure_taxonomy.json,0,,freeze-04f90a840b8ea8fb
C15,Results/Training Effectiveness,Validation loss comparable across precisions after 100 steps (0.6B: 1.93 vs 1.81; 1.7B: 1.63 vs 1.55),key_numbers.json:scale_axis[*].val_loss_final,25,20260911T174043530559Z__mlx-community-qwen3-0-6b-4bit__qlora-q4__ctx512__b1-ga1__r8__s123__01a0918e-b38b-7093-b4d6-b6cab6007e33;20260911T174225806700Z__mlx-community-qwen3-0-6b-4bit__qlora-q4__ctx512__b1-ga1__r8__s2026__01a09190-430f-705c-9ebd-086dbc4c3c70;20260911T174406709536Z__mlx-community-qwen3-0-6b-4bit__qlora-q4__ctx512__b1-ga1__r8__s42__01a09191-cd35-735e-a573-46588bffb459;20260911T175402744998Z__qwen-qwen3-0-6b__lora-qnone__ctx512__b1-ga1__r8__s123__01a0919a-e57a-76d4-8914-17b78e960632;20260911T175538628879Z__qwen-qwen3-0-6b__lora-qnone__ctx512__b1-ga1__r8__s2026__01a0919c-5c05-7e04-8816-e6a306369b0e;20260911T175713700410Z__qwen-qwen3-0-6b__lora-qnone__ctx512__b1-ga1__r8__s42__01a0919d-cf64-73a5-bc8b-2add02361d07;20260911T175848555242Z__mlx-community-qwen3-1-7b-4bit__qlora-q4__ctx512__b1-ga1__r8__s123__01a0919f-41eb-789b-bb90-24db6dc9ee32;20260911T180253848519Z__mlx-community-qwen3-1-7b-4bit__qlora-q4__ctx512__b1-ga1__r8__s2026__01a091a3-0019-7912-8f8f-bd0e081a5ee0;20260911T180656788047Z__mlx-community-qwen3-1-7b-4bit__qlora-q4__ctx512__b1-ga1__r8__s42__01a091a6-b514-7ed5-ae8c-ed1581c445db;20260911T181056825253Z__qwen-qwen3-1-7b__lora-qnone__ctx512__b1-ga1__r8__s123__01a091aa-5eb9-7495-8274-d66b5c95af43;20260911T181441578192Z__qwen-qwen3-1-7b__lora-qnone__ctx512__b1-ga1__r8__s2026__01a091ad-ccaa-738f-a5cd-23181c5aaf2d;20260911T181826006931Z__qwen-qwen3-1-7b__lora-qnone__ctx512__b1-ga1__r8__s42__01a091b1-3957-71f6-ab9b-33d47af0d11c;20260911T192740759539Z__qwen-qwen3-0-6b__lora-qnone__ctx512__b1-ga1__r8__s42__01a091f0-9ed7-76fc-937b-2c0f67b6a2bd;20260911T220906899506Z__qwen-qwen3-0-6b__lora-qnone__ctx512__b1-ga1__r8__s42__01a09284-6b53-7097-a4c2-1413faa72d22;20260911T221111158558Z__qwen-qwen3-0-6b__lora-qnone__ctx512__b1-ga1__r8__s123__01a09286-50b6-79c6-87bb-a79f0c53c08a;20260911T221315568724Z__qwen-qwen3-0-6b__lora-qnone__ctx512__b1-ga1__r8__s2026__01a09288-36b0-751a-a7c4-9e311dccf329;20260911T221519615040Z__mlx-community-qwen3-0-6b-4bit__qlora-q4__ctx512__b1-ga1__r8__s42__01a0928a-1b3f-76f4-8d07-348dc8d058e0;20260911T221731131287Z__mlx-community-qwen3-0-6b-4bit__qlora-q4__ctx512__b1-ga1__r8__s123__01a0928c-1cfb-75b7-b600-5fadccb13f6f;20260911T221944104849Z__mlx-community-qwen3-0-6b-4bit__qlora-q4__ctx512__b1-ga1__r8__s2026__01a0928e-2468-7e99-b122-1df85235deb2;20260911T222156750583Z__qwen-qwen3-1-7b__lora-qnone__ctx512__b1-ga1__r8__s42__01a09290-2a8e-76cb-a897-bacd1d83ce03;20260911T222616713158Z__qwen-qwen3-1-7b__lora-qnone__ctx512__b1-ga1__r8__s123__01a09294-2209-772a-a046-f6b62c22e592;20260911T223000003930Z__qwen-qwen3-1-7b__lora-qnone__ctx512__b1-ga1__r8__s2026__01a09297-8a44-7410-9bb9-ff754164f943;20260911T223414077670Z__mlx-community-qwen3-1-7b-4bit__qlora-q4__ctx512__b1-ga1__r8__s42__01a0929b-6abd-793f-8431-57626dcf2668;20260911T223842463348Z__mlx-community-qwen3-1-7b-4bit__qlora-q4__ctx512__b1-ga1__r8__s123__01a0929f-831f-71b8-9360-1c1b939dd5e5;20260911T224410028357Z__mlx-community-qwen3-1-7b-4bit__qlora-q4__ctx512__b1-ga1__r8__s2026__01a092a4-82ac-7d64-a513-911a27ae446d,freeze-04f90a840b8ea8fb
C16,Abstract (2); Results II (Step-Time Dynamics); Table 14,"Among completed runs, paging manifests as burstiness not drift: group-mean within-run drift 0.98-1.02 (per-run 0.73-1.55 at ctx2048); cv 0.09-0.11 (Tier-A) rising to 0.78+/-0.05 (ctx2048); 8B p99/p50 = 3.12+/-0.26; 300-step reruns cv 0.285+/-0.108 vs 100-step 0.107+/-0.030 (post-hoc exploratory, D12)",step_dynamics.json:per_group; paper/submission/tables/table14_step_dynamics.tex,91,20260915T171705795963Z__mlx-community-qwen3-8b-4bit__qlora-q4__ctx512__b1-ga1__r8__s42__01a0a612-8184-7eb3-a99e-ca4b06de7bb7;20260915T174429715197Z__mlx-community-qwen3-8b-4bit__qlora-q4__ctx512__b1-ga1__r8__s123__01a0a62b-9713-7077-8359-a639efa8b74b;20260915T181219460490Z__mlx-community-qwen3-8b-4bit__qlora-q4__ctx512__b1-ga1__r8__s2026__01a0a645-1184-7a67-a456-c0e6c0d64e3a;20260912T020930772906Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx2048__b1-ga1__r8__s42__01a09360-8295-745d-a8ac-c648df627edd;20260912T030114247664Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx2048__b1-ga1__r8__s2026__01a0938f-dd87-7c0f-a464-eee1ecd9e307;20260915T165524052283Z__mlx-community-qwen3-4b-4bit__qlora-q4__ctx2048__b1-ga1__r8__s123__01a0a5fe-a494-71f6-b0f1-6c0b4820439c,freeze-04f90a840b8ea8fb
C17,Results II; Fig. 9,"Predictability splits between paging tiers (descriptive co-variation): Tier-A runs cv 0.09-0.11 vs Tier-B 8B 0.44+/-0.02; 8B median misses P2 by 0.039 s while p99 is 3.1x median (post-hoc exploratory, D12)",step_dynamics.json:per_run; key_numbers.json:scale_axis[formal-axis1-8b-4bit-qlora],91,20260915T171705795963Z__mlx-community-qwen3-8b-4bit__qlora-q4__ctx512__b1-ga1__r8__s42__01a0a612-8184-7eb3-a99e-ca4b06de7bb7;20260915T174429715197Z__mlx-community-qwen3-8b-4bit__qlora-q4__ctx512__b1-ga1__r8__s123__01a0a62b-9713-7077-8359-a639efa8b74b;20260915T181219460490Z__mlx-community-qwen3-8b-4bit__qlora-q4__ctx512__b1-ga1__r8__s2026__01a0a645-1184-7a67-a456-c0e6c0d64e3a,freeze-04f90a840b8ea8fb
C18,"Results III (Machine State); Fig. 11(a,b)","14B timeout run is oscillating thrash: 70/100 steps, step times 9.4-105.1 s with 10-step block means 44->52->58->80->49->33->25 s; 1 Hz swap saw-tooth 3.4-9.5 GiB (amplitude 6.1 GiB, peak at 74% of window); per-step wall-clock alignment not recoverable (timeout runs write no step_timings.jsonl) (post-hoc exploratory, D12)",system_state.json:boundary14b_timeout_run (parsed from raw logs/stdout.log + system_monitor.jsonl),1,20260915T184033756783Z__mlx-community-qwen3-14b-4bit__qlora-q4__ctx512__b1-ga1__r8__s42__01a0a65e-ebdd-7ef7-b008-098853b76dc2,freeze-04f90a840b8ea8fb
C19,Results III; Fig. 11(c),"Batch-8 SIGKILL trio ramps: system swap 3.0-4.1 -> 19.5-20.4 GiB in 46-105 s with zero completed steps, exit 137 (2026-09-12 b8 rows excluded as D5 implementation-invalid) (post-hoc exploratory, D12)",system_state.json:batch8_sigkill,3,,freeze-04f90a840b8ea8fb
C20,Results III; Fig. 11(d),"Concurrent swap level explains little within-run step-time variance: median Spearman rho +0.22 (Tier-A, n=10) / +0.10 (Tier-B, n=36); descriptive with stated method limits (post-hoc exploratory, D12)","system_state.json:step_swap_alignment (46 runs, full list in JSON)",46,20260915T171705795963Z__mlx-community-qwen3-8b-4bit__qlora-q4__ctx512__b1-ga1__r8__s42__01a0a612-8184-7eb3-a99e-ca4b06de7bb7,freeze-04f90a840b8ea8fb
C21,Results I (memory decomposition); Table 16; Fig. 12,"Memory accounting decomposition: 4-bit on-disk weights exactly 0.56 B/param; full-FT account closes to -1% (n=1); adapter-run unaccounted residual 1.49-4.78 GiB (31-84% of peak), linear fit 0.40 GiB/B + 1.78 GiB intercept; affine slope = weight + residual slopes by construction (post-hoc exploratory, D12)",memory_decomposition.json:cells (+ models/MANIFEST.md sizes; tm.peak_metal_gpu_memory_bytes; tm.trainable_parameters),19,20260911T174043530559Z__mlx-community-qwen3-0-6b-4bit__qlora-q4__ctx512__b1-ga1__r8__s123__01a0918e-b38b-7093-b4d6-b6cab6007e33;20260911T174225806700Z__mlx-community-qwen3-0-6b-4bit__qlora-q4__ctx512__b1-ga1__r8__s2026__01a09190-430f-705c-9ebd-086dbc4c3c70;20260911T174406709536Z__mlx-community-qwen3-0-6b-4bit__qlora-q4__ctx512__b1-ga1__r8__s42__01a09191-cd35-735e-a573-46588bffb459;20260911T174548789351Z__qwen-qwen3-0-6b__full-qnone__ctx512__b1-ga1__rna__s123__01a09193-5bf5-76f0-869d-ebaec63efb60;20260911T174835359930Z__qwen-qwen3-0-6b__full-qnone__ctx512__b1-ga1__rna__s2026__01a09195-e6a0-7c81-819d-8b71c55af8a8;20260911T175128465640Z__qwen-qwen3-0-6b__full-qnone__ctx512__b1-ga1__rna__s42__01a09198-8ad2-7a31-a618-0cebffcd2689;20260911T175402744998Z__qwen-qwen3-0-6b__lora-qnone__ctx512__b1-ga1__r8__s123__01a0919a-e57a-76d4-8914-17b78e960632;20260911T175538628879Z__qwen-qwen3-0-6b__lora-qnone__ctx512__b1-ga1__r8__s2026__01a0919c-5c05-7e04-8816-e6a306369b0e,freeze-04f90a840b8ea8fb
C22,Related Work (Table prior); Discussion,Published capability anchors (LoRA 10000x/3x vs GPT-3 175B Adam; QLoRA 65B on one 48GB GPU; GaLore 7B on 24GB consumer GPU; LOMO 65B full-FT on 8x24GB) quoted verbatim from cited abstracts; our-side numbers from frozen benchmark; no prior anchor reports machine memory state or context/batch boundaries,paper/submission/main.tex Table (tab:prior); references.bib; verified against arXiv abstracts 2106.09685/2305.14314/2403.03507/2306.09782 on 2026-09-21,0,,freeze-04f90a840b8ea8fb
