path,category,keep_public,reason,contains_stale_claim,contains_internal_process_text,contains_private_or_machine_specific_info,action
configs/experiments/formal/axis1_1.7b-4bit_qlora_ctx512_r8_b1_steps100_s123.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis1_1.7b-4bit_qlora_ctx512_r8_b1_steps100_s2026.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis1_1.7b-4bit_qlora_ctx512_r8_b1_steps100_s42.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis1_1.7b-bf16_lora_ctx512_r8_b1_steps100_s123.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis1_1.7b-bf16_lora_ctx512_r8_b1_steps100_s2026.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis1_1.7b-bf16_lora_ctx512_r8_b1_steps100_s42.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis1_14b-4bit_qlora_ctx512_r8_b1_steps100_s123.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis1_14b-4bit_qlora_ctx512_r8_b1_steps100_s2026.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis1_14b-4bit_qlora_ctx512_r8_b1_steps100_s42.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis1_4b-4bit_qlora_ctx512_r8_b1_steps100_s123.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis1_4b-4bit_qlora_ctx512_r8_b1_steps100_s2026.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis1_4b-4bit_qlora_ctx512_r8_b1_steps100_s42.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis1_4b-bf16_lora_ctx512_r8_b1_steps100_s123.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis1_4b-bf16_lora_ctx512_r8_b1_steps100_s2026.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis1_4b-bf16_lora_ctx512_r8_b1_steps100_s42.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis1_8b-4bit_qlora_ctx512_r8_b1_steps100_s123.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis1_8b-4bit_qlora_ctx512_r8_b1_steps100_s2026.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis1_8b-4bit_qlora_ctx512_r8_b1_steps100_s42.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis1b_4b-4bit_qlora_ctx512_r8_b1_steps300_s123.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis1b_4b-4bit_qlora_ctx512_r8_b1_steps300_s2026.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis1b_4b-4bit_qlora_ctx512_r8_b1_steps300_s42.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis1b_4b-bf16_lora_ctx512_r8_b1_steps300_s123.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis1b_4b-bf16_lora_ctx512_r8_b1_steps300_s2026.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis1b_4b-bf16_lora_ctx512_r8_b1_steps300_s42.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis2_4b-4bit_qlora_ctx1024_r8_b1_steps20_s123.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis2_4b-4bit_qlora_ctx1024_r8_b1_steps20_s2026.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis2_4b-4bit_qlora_ctx1024_r8_b1_steps20_s42.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis2_4b-4bit_qlora_ctx2048_r8_b1_steps20_s123.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis2_4b-4bit_qlora_ctx2048_r8_b1_steps20_s2026.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis2_4b-4bit_qlora_ctx2048_r8_b1_steps20_s42.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis3_4b-4bit_qlora_ctx512_r32_b1_steps20_s123.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis3_4b-4bit_qlora_ctx512_r32_b1_steps20_s2026.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis3_4b-4bit_qlora_ctx512_r32_b1_steps20_s42.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis3_4b-4bit_qlora_ctx512_r4_b1_steps20_s123.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis3_4b-4bit_qlora_ctx512_r4_b1_steps20_s2026.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis3_4b-4bit_qlora_ctx512_r4_b1_steps20_s42.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis4_4b-4bit_qlora_ctx512_r8_b1_steps20_s123.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis4_4b-4bit_qlora_ctx512_r8_b1_steps20_s2026.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis4_4b-4bit_qlora_ctx512_r8_b1_steps20_s42.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis4_4b-4bit_qlora_ctx512_r8_b2_steps20_s123.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis4_4b-4bit_qlora_ctx512_r8_b2_steps20_s2026.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis4_4b-4bit_qlora_ctx512_r8_b2_steps20_s42.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis4_4b-4bit_qlora_ctx512_r8_b4_steps20_s123.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis4_4b-4bit_qlora_ctx512_r8_b4_steps20_s2026.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis4_4b-4bit_qlora_ctx512_r8_b4_steps20_s42.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis4_4b-4bit_qlora_ctx512_r8_b8_steps20_s123.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis4_4b-4bit_qlora_ctx512_r8_b8_steps20_s2026.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/axis4_4b-4bit_qlora_ctx512_r8_b8_steps20_s42.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/generation_manifest.json,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/probe_14b-4bit_qlora_ctx2048_r8_b1_steps20_s42.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/formal/probe_8b-bf16_lora_ctx512_r8_b1_steps20_s42.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/probe_qwen3_14b_4bit_qlora_20step.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/probe_qwen3_4b_4bit_qlora20_ctx2048.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/probe_qwen3_4b_4bit_qlora20_ctx4096.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/probe_qwen3_4b_4bit_qlora20_ctx8192.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/probe_qwen3_4b_4bit_qlora_20step.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/probe_qwen3_4b_bf16_lora_20step.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/probe_qwen3_8b_4bit_qlora_20step.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/warmup_d5_padfix_4b4bit_b1.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
configs/experiments/warmup_d5_padfix_4b4bit_b2.yaml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
data/exp0_long_ctx2048.jsonl,PRIVATE_INTERNAL,false,Preserved in the ignored local archive; not required for the public reproducibility chain.,false,true,false,REMOVE_FROM_PUBLIC
data/exp0_long_ctx4096.jsonl,PRIVATE_INTERNAL,false,Preserved in the ignored local archive; not required for the public reproducibility chain.,false,true,false,REMOVE_FROM_PUBLIC
data/exp0_long_ctx8192.jsonl,PRIVATE_INTERNAL,false,Preserved in the ignored local archive; not required for the public reproducibility chain.,false,true,false,REMOVE_FROM_PUBLIC
data/exp0_smoke.jsonl,PRIVATE_INTERNAL,false,Preserved in the ignored local archive; not required for the public reproducibility chain.,false,true,false,REMOVE_FROM_PUBLIC
data/formal_sft_v1/MANIFEST.json,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
data/formal_sft_v1/SHA256SUMS,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
data/formal_sft_v1/train.jsonl,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
data/formal_sft_v1/validation.jsonl,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
docs/PUBLIC_RELEASE_POLICY.md,PUBLIC_SUPPORTING,true,"Curated methodology, provenance, or evidence-scope record for public interpretation.",false,false,false,REWRITE
docs/architecture.md,PUBLIC_SUPPORTING,true,"Curated methodology, provenance, or evidence-scope record for public interpretation.",false,false,false,REWRITE
docs/experiment_protocol.md,PUBLIC_SUPPORTING,true,"Curated methodology, provenance, or evidence-scope record for public interpretation.",false,false,false,REWRITE
docs/measurement_methodology.md,PUBLIC_SUPPORTING,true,"Curated methodology, provenance, or evidence-scope record for public interpretation.",false,false,false,REWRITE
docs/measurement_validation.md,PRIVATE_INTERNAL,false,Preserved in the ignored local archive; not required for the public reproducibility chain.,true,true,false,REMOVE_FROM_PUBLIC
docs/models_disk_usage.md,PRIVATE_INTERNAL,false,Preserved in the ignored local archive; not required for the public reproducibility chain.,true,true,true,REMOVE_FROM_PUBLIC
docs/repository_structure.md,PRIVATE_INTERNAL,false,Preserved in the ignored local archive; not required for the public reproducibility chain.,true,true,false,REMOVE_FROM_PUBLIC
docs/result_schema.md,PUBLIC_SUPPORTING,true,"Curated methodology, provenance, or evidence-scope record for public interpretation.",false,false,false,REWRITE
models/MANIFEST.md,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
paper/arxiv_submission_notes.md,PRIVATE_INTERNAL,false,Preserved in the ignored local archive; not required for the public reproducibility chain.,false,true,false,REMOVE_FROM_PUBLIC
pyproject.toml,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,KEEP
research/claim_ledger.csv,PUBLIC_SUPPORTING,true,"Curated methodology, provenance, or evidence-scope record for public interpretation.",true,false,false,REWRITE
research/current_state.md,PRIVATE_INTERNAL,false,Preserved in the ignored local archive; not required for the public reproducibility chain.,false,true,false,REMOVE_FROM_PUBLIC
research/dataset_split_audit.md,PUBLIC_SUPPORTING,true,"Curated methodology, provenance, or evidence-scope record for public interpretation.",false,false,false,REWRITE
research/deviations.md,PRIVATE_INTERNAL,false,Preserved in the ignored local archive; not required for the public reproducibility chain.,true,true,false,REMOVE_FROM_PUBLIC
research/deviations_public.md,PUBLIC_SUPPORTING,true,"Curated methodology, provenance, or evidence-scope record for public interpretation.",false,false,false,REWRITE
research/evidence/README.md,PUBLIC_SUPPORTING,true,"Curated methodology, provenance, or evidence-scope record for public interpretation.",false,false,false,REWRITE
research/evidence_ledger.csv,PRIVATE_INTERNAL,false,Preserved in the ignored local archive; not required for the public reproducibility chain.,false,true,false,REMOVE_FROM_PUBLIC
research/experiment_freeze.md,PRIVATE_INTERNAL,false,Preserved in the ignored local archive; not required for the public reproducibility chain.,true,true,false,REMOVE_FROM_PUBLIC
research/experiment_freeze_manifest.sha256,PUBLIC_SUPPORTING,true,"Curated methodology, provenance, or evidence-scope record for public interpretation.",false,false,false,KEEP
research/experiment_freeze_public.md,PUBLIC_SUPPORTING,true,"Curated methodology, provenance, or evidence-scope record for public interpretation.",false,false,false,REWRITE
research/final_release_audit_20260921.md,PRIVATE_INTERNAL,false,Preserved in the ignored local archive; not required for the public reproducibility chain.,false,true,false,REMOVE_FROM_PUBLIC
research/final_source_audit_20260921.md,PRIVATE_INTERNAL,false,Preserved in the ignored local archive; not required for the public reproducibility chain.,false,true,false,REMOVE_FROM_PUBLIC
research/history_rewrite_map.csv,PRIVATE_INTERNAL,false,Preserved in the ignored local archive; not required for the public reproducibility chain.,false,true,false,REMOVE_FROM_PUBLIC
research/literature_ledger.csv,PRIVATE_INTERNAL,false,Preserved in the ignored local archive; not required for the public reproducibility chain.,false,true,false,REMOVE_FROM_PUBLIC
research/preregistration.md,PUBLIC_SUPPORTING,true,"Curated methodology, provenance, or evidence-scope record for public interpretation.",false,false,false,KEEP
research/privacy_remediation_execution_20260921.md,PRIVATE_INTERNAL,false,Preserved in the ignored local archive; not required for the public reproducibility chain.,false,true,true,REMOVE_FROM_PUBLIC
research/privacy_remediation_plan_20260921.md,PRIVATE_INTERNAL,false,Preserved in the ignored local archive; not required for the public reproducibility chain.,false,true,true,REMOVE_FROM_PUBLIC
research/public_release_audit.md,PUBLIC_SUPPORTING,true,Final public-tree curation and reproducibility audit summary.,false,false,false,REGENERATE
research/public_release_inventory.csv,PUBLIC_SUPPORTING,true,Machine-readable classification of the full repository tree for public release curation.,false,false,false,REGENERATE
research/public_scope_decision_20260921.md,PRIVATE_INTERNAL,false,Preserved in the ignored local archive; not required for the public reproducibility chain.,false,true,false,REMOVE_FROM_PUBLIC
research/release_audit.md,PRIVATE_INTERNAL,false,Preserved in the ignored local archive; not required for the public reproducibility chain.,false,true,false,REMOVE_FROM_PUBLIC
research/reproducibility_audit.json,PUBLIC_SUPPORTING,true,"Curated methodology, provenance, or evidence-scope record for public interpretation.",false,false,false,REGENERATE
research/reproducibility_audit.md,PRIVATE_INTERNAL,false,Preserved in the ignored local archive; not required for the public reproducibility chain.,true,true,false,REMOVE_FROM_PUBLIC
research/reproducibility_public.md,PUBLIC_SUPPORTING,true,"Curated methodology, provenance, or evidence-scope record for public interpretation.",false,false,false,REWRITE
results/figures/fig10_loss_trajectories.pdf,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,REGENERATE
results/figures/fig10_loss_trajectories.png,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,REGENERATE
results/figures/fig11_state_dynamics.pdf,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,REGENERATE
results/figures/fig11_state_dynamics.png,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,REGENERATE
results/figures/fig12_memory_decomposition.pdf,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,REGENERATE
results/figures/fig12_memory_decomposition.png,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,REGENERATE
results/figures/fig1_architecture.pdf,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,REGENERATE
results/figures/fig1_architecture.png,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,REGENERATE
results/figures/fig2_feasibility_map.pdf,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,REGENERATE
results/figures/fig2_feasibility_map.png,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,REGENERATE
results/figures/fig3_memory_scaling.pdf,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,REGENERATE
results/figures/fig3_memory_scaling.png,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,REGENERATE
results/figures/fig4_time_scaling.pdf,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,REGENERATE
results/figures/fig4_time_scaling.png,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,REGENERATE
results/figures/fig5_context_scaling.pdf,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,REGENERATE
results/figures/fig5_context_scaling.png,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,REGENERATE
results/figures/fig6_paired_effects.pdf,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,REGENERATE
results/figures/fig6_paired_effects.png,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,REGENERATE
results/figures/fig7_batch_axis.pdf,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,REGENERATE
results/figures/fig7_batch_axis.png,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,REGENERATE
results/figures/fig8_rank_axis.pdf,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,REGENERATE
results/figures/fig8_rank_axis.png,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,REGENERATE
results/figures/fig9_step_dynamics.pdf,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,REGENERATE
results/figures/fig9_step_dynamics.png,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,REGENERATE
results/processed/context_actual_lengths.json,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,REGENERATE
results/processed/context_boundary_probe_summary.json,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,REGENERATE
results/processed/coverage_report.json,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,REGENERATE
results/processed/data_order_audit.json,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,REGENERATE
results/processed/effective_runtime_config.csv,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,REGENERATE
results/processed/effective_runtime_config.json,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,REGENERATE
results/processed/experiments.csv,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,REGENERATE
results/processed/failure_progress.json,PUBLIC_CORE,true,"Allowlisted code, configuration, data, raw evidence, generated result, or project metadata.",false,false,false,REGENERATE
